Account,City,State,Property Type,Servicer,Servicer Type,Loan Type,UnPaid Balance,0,30,60,90,REO,Current Prop Value,LTV,Avg OEP,Unemployment,Avg Values,Inventory,Days on Market
ACCT_912,Houston,TX,CO,BofA,Bank,FR,240287,1,,,,,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_913,Houston,TX,CO,Chase,Bank,ARM,325924,,1,,,,219316,$1.49,-0.49,7.10%,"$224,700","22,781",120
ACCT_914,Houston,TX,CO,PHH,Mtg Company,FR,250638,1,,,,,275977,$0.91,0.09,7.10%,"$224,700","22,781",120
ACCT_915,Houston,TX,CO,Wells,Bank,FR,192172,,1,,,,196481,$0.98,0.02,10.60%,"$43,125","15,373",197
ACCT_916,Houston,TX,CO,First Horizon,Mtg Company,FR,150121,,1,,,,101982,$1.47,-0.47,7.10%,"$224,700","22,781",120
ACCT_917,Houston,TX,MF,First Horizon,Mtg Company,FR,550000,,,,1,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_918,Houston,TX,SFA,Wells,Bank,FR,192172,,,1,,,160000,$1.20,-0.2,7.10%,"$224,700","22,781",120
ACCT_919,Houston,TX,SFA,Fifth Third,Thrift,ARM,240287,1,,,,,296515,$0.81,0.19,7.10%,"$224,700","22,781",120
ACCT_920,Houston,TX,MF,PHH,Mtg Company,ARM,325924,,,1,,,310281,$1.05,-0.05,7.10%,"$224,700","22,781",120
ACCT_921,Houston,TX,SFA,PHH,Mtg Company,ARM,250638,1,,,,,275977,$0.91,0.09,7.10%,"$224,700","22,781",120
ACCT_922,Houston,TX,SFA,Chase,Bank,FR,192172,,,1,,,196481,$0.98,0.02,7.20%,"$187,345","24,341",240
ACCT_923,Houston,TX,MF,First Horizon,Mtg Company,FR,150121,,1,,,,101982,$1.47,-0.47,7.10%,"$224,700","22,781",120
ACCT_924,Houston,TX,CO,National City,Bank,ARM,550000,,,,1,,449533,$1.22,-0.22,6.30%,"$176,891","36,800",145
ACCT_925,Houston,TX,CO,National City,Bank,FR,192172,,1,,,,196481,$0.98,0.02,7.10%,"$224,700","22,781",120
ACCT_926,Houston,TX,CO,EDS CU,Credit Union,FR,150121,,1,,,,101982,$1.47,-0.47,7.10%,"$224,700","22,781",120
ACCT_927,Houston,TX,CO,PHH,Mtg Company,FR,325924,1,,,,,310281,$1.05,-0.05,10.60%,"$43,125","15,373",197
ACCT_928,Houston,TX,CO,BofA,Bank,FR,250638,1,,,,,275977,$0.91,0.09,7.10%,"$224,700","22,781",120
ACCT_929,Houston,TX,MF,BofA,Bank,FR,240287,1,,,,,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
ACCT_930,Houston,TX,SFA,Fifth Third,Thrift,ARM,150121,,1,,1,,101982,$1.47,-0.47,7.10%,"$224,700","22,781",120
ACCT_931,Houston,TX,SFA,National City,Bank,ARM,550000,,,1,,,449533,$1.22,-0.22,7.10%,"$224,700","22,781",120
ACCT_932,Houston,TX,MF,Wells,Bank,ARM,192172,,,1,,,196481,$0.98,0.02,7.10%,"$224,700","22,781",120
ACCT_933,Houston,TX,SFA,Wells,Bank,FR,150121,,,,1,,101982,$1.47,-0.47,7.10%,"$224,700","22,781",120
ACCT_934,Houston,TX,SFA,First Horizon,Mtg Company,FR,550000,,,1,,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_935,Houston,TX,MF,BofA,Bank,ARM,250638,1,,,,,275977,$0.91,0.09,7.10%,"$224,700","22,781",120
ACCT_936,Houston,TX,CO,Fifth Third,Thrift,FR,240287,,,,,1,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_937,Houston,TX,CO,BofA,Bank,FR,150121,1,,,,,200000,$0.75,0.25,7.10%,"$224,700","22,781",120
ACCT_938,Houston,TX,CO,BofA,Bank,FR,550000,1,,,,,650000,$0.85,0.15,7.10%,"$224,700","22,781",120
ACCT_939,Houston,TX,CO,EDS CU,Credit Union,FR,192172,1,,,,,196481,$0.98,0.02,10.60%,"$43,125","15,373",197
ACCT_940,Houston,TX,CO,First Horizon,Mtg Company,FR,150121,1,,,,,230000,$0.65,0.35,7.10%,"$224,700","22,781",120
ACCT_941,Houston,TX,MF,Wells,Bank,ARM,550000,,1,,,,555000,$0.99,0.01,7.20%,"$187,345","24,341",240
ACCT_942,Houston,TX,SFA,Wells,Bank,ARM,250638,1,,,,,275977,$0.91,0.09,7.10%,"$224,700","22,781",120
ACCT_943,Houston,TX,SFA,Fifth Third,Thrift,ARM,240287,,,,,1,296515,$0.81,0.19,7.10%,"$224,700","22,781",120
ACCT_944,Houston,TX,MF,PHH,Mtg Company,FR,325924,1,,,,,340000,$0.96,0.04,7.10%,"$224,700","22,781",120
ACCT_945,Houston,TX,SFA,Chase,Bank,FR,550000,,,,1,,449533,$1.22,-0.22,7.10%,"$224,700","22,781",120
ACCT_946,Houston,TX,SFA,First Horizon,Mtg Company,ARM,192172,,1,,,,196481,$0.98,0.02,7.20%,"$187,345","24,341",240
ACCT_947,Houston,TX,MF,First Horizon,Mtg Company,FR,150121,1,,,,,215000,$0.70,0.3,7.10%,"$224,700","22,781",120
ACCT_948,Houston,TX,CO,National City,Bank,FR,550000,1,,,,,800000,$0.69,0.31,6.30%,"$176,891","36,800",145
ACCT_949,Houston,TX,CO,EDS CU,Credit Union,FR,192172,1,,,,,196481,$0.98,0.02,7.10%,"$224,700","22,781",120
ACCT_950,Houston,TX,CO,PHH,Mtg Company,FR,240287,1,,,,,296515,$0.81,0.19,7.10%,"$224,700","22,781",120
ACCT_951,Houston,TX,CO,PHH,Mtg Company,FR,192172,,1,,,,196481,$0.98,0.02,10.60%,"$43,125","15,373",197
ACCT_952,Houston,TX,CO,BofA,Bank,ARM,240287,1,,,,,296515,$0.81,0.19,7.10%,"$224,700","22,781",120
ACCT_953,Houston,TX,MF,Fifth Third,Thrift,ARM,150121,,1,,1,,160000,$0.94,0.06,7.20%,"$187,345","24,341",240
ACCT_1112,Las Vegas,NV,SFA,BofA,Bank,FR,192172,,,1,,,170000,$1.13,-0.13,7.20%,"$187,345","24,341",240
ACCT_1113,Las Vegas,NV,CO,Fifth Third,Thrift,FR,240287,,,1,,,200000,$1.20,-0.2,7.20%,"$187,345","24,341",240
ACCT_1114,Las Vegas,NV,SFA,BofA,Bank,ARM,192172,,1,,,,175000,$1.10,-0.1,7.20%,"$187,345","24,341",240
ACCT_1115,Las Vegas,NV,CO,Fifth Third,Thrift,FR,240287,1,,,,,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
ACCT_1116,Las Vegas,NV,MF,BofA,Bank,FR,150121,,1,,1,,145000,$1.04,-0.04,7.20%,"$187,345","24,341",240
ACCT_1117,Las Vegas,NV,SFA,Fifth Third,Thrift,FR,550000,,,1,,,475000,$1.16,-0.16,7.20%,"$187,345","24,341",240
ACCT_1118,Las Vegas,NV,CO,BofA,Bank,FR,192172,,,1,,1,180000,$1.07,-0.07,7.20%,"$187,345","24,341",240
ACCT_1119,Las Vegas,NV,MF,Fifth Third,Thrift,ARM,150121,,1,,,,175000,$0.86,0.14,7.20%,"$187,345","24,341",240
ACCT_1120,Las Vegas,NV,MF,BofA,Bank,ARM,550000,1,,,,,700000,$0.79,0.21,10.60%,"$43,125","15,373",197
ACCT_1121,Las Vegas,NV,SFA,Fifth Third,Thrift,ARM,250638,1,,,,,275977,$0.91,0.09,10.60%,"$43,125","15,373",197
ACCT_1122,Las Vegas,NV,SFA,BofA,Bank,FR,240287,,,,,1,296515,$0.81,0.19,10.60%,"$43,125","15,373",197
ACCT_1123,Las Vegas,NV,CO,Fifth Third,Thrift,FR,150121,,,,1,,101982,$1.47,-0.47,7.10%,"$224,700","22,781",120
ACCT_1124,Las Vegas,NV,CO,BofA,Bank,FR,550000,1,,,,,500000,$1.10,-0.1,7.10%,"$224,700","22,781",120
ACCT_1125,Las Vegas,NV,MF,Fifth Third,Thrift,FR,192172,,,1,,,165000,$1.17,-0.16,7.10%,"$224,700","22,781",120
ACCT_1126,Las Vegas,NV,MF,First Horizon,Mtg Company,FR,150121,,,,1,,120000,$1.25,-0.25,7.20%,"$187,345","24,341",240
ACCT_1127,Las Vegas,NV,SFA,Wells,Bank,ARM,550000,,,1,,,470000,$1.17,-0.17,7.20%,"$187,345","24,341",240
ACCT_1128,Las Vegas,NV,CO,First Horizon,Mtg Company,ARM,250638,1,,,,,275977,$0.91,0.09,7.20%,"$187,345","24,341",240
ACCT_1129,Las Vegas,nv,MF,Wells,Bank,FR,240287,1,,,,,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
ACCT_1130,Las Vegas,nv,SFA,First Horizon,Mtg Company,FR,325924,,,1,,,310281,$1.05,-0.05,7.20%,"$187,345","24,341",240
ACCT_1131,Las Vegas,NV,CO,Wells,Bank,FR,550000,,,,1,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_1132,Las Vegas,NV,SFA,First Horizon,Mtg Company,FR,192172,,,1,,,180000,$1.07,-0.07,7.20%,"$187,345","24,341",240
ACCT_1133,Las Vegas,NV,SFA,First Horizon,Mtg Company,FR,150121,,,1,,,125000,$1.20,-0.2,7.20%,"$187,345","24,341",240
ACCT_1134,Las Vegas,nv,CO,Wells,Bank,ARM,550000,,1,,,,525000,$1.05,-0.05,7.20%,"$187,345","24,341",240
ACCT_1135,Las Vegas,nv,CO,First Horizon,Mtg Company,ARM,192172,1,,,,,196481,$0.98,0.02,7.20%,"$187,345","24,341",240
ACCT_1136,Las Vegas,nv,MF,Wells,Bank,FR,240287,1,,,,,296515,$0.81,0.19,10.60%,"$43,125","15,373",197
ACCT_1137,Las Vegas,nv,SFA,First Horizon,Mtg Company,FR,325924,,1,,,,219316,$1.49,-0.49,10.60%,"$43,125","15,373",197
ACCT_1138,Las Vegas,nv,SFA,Wells,Bank,FR,250638,1,,,,,275977,$0.91,0.09,6.30%,"$176,891","36,800",145
ACCT_1139,Las Vegas,nv,SFA,First Horizon,Mtg Company,FR,192172,,1,,,,196481,$0.98,0.02,6.30%,"$176,891","36,800",145
ACCT_1140,Las Vegas,nv,SFA,Wells,Bank,FR,150121,,1,,,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_1141,Las Vegas,nv,CO,BofA,Bank,ARM,550000,,,,1,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_1142,Las Vegas,nv,MF,Fifth Third,Thrift,ARM,192172,,,1,,,160000,$1.20,-0.2,7.20%,"$187,345","24,341",240
ACCT_1143,Las Vegas,nv,SFA,BofA,Bank,FR,240287,1,,,,,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
ACCT_1144,Las Vegas,nv,MF,Fifth Third,Thrift,ARM,325924,,,1,,,310281,$1.05,-0.05,7.20%,"$187,345","24,341",240
ACCT_1145,Las Vegas,nv,SFA,BofA,Bank,ARM,250638,1,,,,,275977,$0.91,0.09,7.20%,"$187,345","24,341",240
ACCT_1146,Las Vegas,nv,CO,Fifth Third,Thrift,FR,192172,,,1,,,150505,$1.28,-0.28,7.20%,"$187,345","24,341",240
ACCT_1147,Las Vegas,NV,MF,BofA,Bank,FR,150121,,1,,,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_1148,Las Vegas,NV,SFA,Fifth Third,Thrift,ARM,550000,,,,1,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_1149,Las Vegas,NV,SFA,BofA,Bank,ARM,192172,,1,,,,196481,$0.98,0.02,7.20%,"$187,345","24,341",240
ACCT_1150,Las Vegas,NV,SFA,PHH,Mtg Company,FR,150121,,1,,,,101982,$1.47,-0.47,10.60%,"$43,125","15,373",197
ACCT_1151,Las Vegas,NV,CO,Chase,Bank,FR,325924,,,1,,,310281,$1.05,-0.05,7.10%,"$224,700","22,781",120
ACCT_1152,Las Vegas,NV,CO,PHH,Mtg Company,FR,250638,1,,,,,275977,$0.91,0.09,7.10%,"$224,700","22,781",120
ACCT_1153,Las Vegas,NV,MF,Chase,Bank,FR,240287,1,,,,,296515,$0.81,0.19,7.10%,"$224,700","22,781",120
ACCT_1154,Las Vegas,NV,SFA,PHH,Mtg Company,FR,150121,,1,,1,,101982,$1.47,-0.47,6.30%,"$176,891","36,800",145
ACCT_1155,Las Vegas,NV,SFA,Chase,Bank,ARM,550000,,,1,,,449533,$1.22,-0.22,6.30%,"$176,891","36,800",145
ACCT_1156,Las Vegas,NV,CO,PHH,Mtg Company,FR,192172,,,1,,,169000,$1.14,-0.14,7.20%,"$187,345","24,341",240
ACCT_1157,Las Vegas,NV,MF,PHH,Mtg Company,ARM,150121,,,,1,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_1158,Las Vegas,NV,SFA,Chase,Bank,ARM,550000,,,1,,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_1159,Las Vegas,NV,CO,PHH,Mtg Company,ARM,250638,1,,,,,275977,$0.91,0.09,7.20%,"$187,345","24,341",240
ACCT_1160,Las Vegas,NV,MF,Chase,Bank,FR,240287,,,,,1,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
ACCT_1161,Las Vegas,NV,SFA,PHH,Mtg Company,FR,150121,1,,,,,200000,$0.75,0.25,7.20%,"$187,345","24,341",240
ACCT_1162,Las Vegas,NV,CO,Chase,Bank,FR,550000,1,,,,,650000,$0.85,0.15,7.20%,"$187,345","24,341",240
ACCT_1163,Las Vegas,NV,CO,PHH,Mtg Company,FR,192172,,,1,,,171171,$1.12,-0.12,7.20%,"$187,345","24,341",240
ACCT_1164,Las Vegas,NV,MF,First Horizon,Mtg Company,FR,150121,1,,,,,230000,$0.65,0.35,10.60%,"$43,125","15,373",197
ACCT_1165,Las Vegas,NV,SFA,Wells,Bank,FR,550000,,1,,,,545545,$1.01,-0.01,10.60%,"$43,125","15,373",197
ACCT_1166,Las Vegas,NV,SFA,First Horizon,Mtg Company,FR,250638,1,,,,,275977,$0.91,0.09,10.60%,"$43,125","15,373",197
ACCT_1167,Las Vegas,NV,CO,Wells,Bank,FR,240287,,,1,,,200000,$1.20,-0.2,7.10%,"$224,700","22,781",120
ACCT_1168,Las Vegas,NV,SFA,First Horizon,Mtg Company,FR,325924,1,,,,,340000,$0.96,0.04,7.20%,"$187,345","24,341",240
ACCT_1169,Las Vegas,NV,CO,Wells,Bank,FR,550000,,,,1,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_1170,Las Vegas,NV,MF,First Horizon,Mtg Company,FR,192172,,1,,,,175123,$1.10,-0.1,7.20%,"$187,345","24,341",240
ACCT_1171,Las Vegas,NV,SFA,Wells,Bank,ARM,192172,,,1,,,170000,$1.13,-0.13,7.20%,"$187,345","24,341",240
ACCT_1172,Las Vegas,NV,CO,First Horizon,Mtg Company,ARM,240287,,,1,,,200000,$1.20,-0.2,7.20%,"$187,345","24,341",240
ACCT_1173,Las Vegas,NV,MF,PHH,Mtg Company,ARM,192172,,1,,,,175000,$1.10,-0.1,7.20%,"$187,345","24,341",240
ACCT_1174,Las Vegas,NV,CO,National City,Bank,FR,240287,1,,,,,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
ACCT_1175,Las Vegas,NV,MF,EDS CU,Credit Union,FR,150121,,1,,1,,145000,$1.04,-0.04,7.20%,"$187,345","24,341",240
ACCT_1176,Las Vegas,NV,SFA,National City,Bank,FR,550000,,,1,,,475000,$1.16,-0.16,7.20%,"$187,345","24,341",240
ACCT_1177,Las Vegas,NV,SFA,EDS CU,Credit Union,FR,192172,,,1,,1,180000,$1.07,-0.07,7.20%,"$187,345","24,341",240
ACCT_1178,Las Vegas,NV,CO,National City,Bank,FR,150121,,1,,,,175000,$0.86,0.14,7.20%,"$187,345","24,341",240
ACCT_1179,Las Vegas,NV,CO,EDS CU,Credit Union,FR,550000,1,,,,,700000,$0.79,0.21,7.20%,"$187,345","24,341",240
ACCT_1180,Las Vegas,NV,CO,National City,Bank,ARM,250638,1,,,,,275977,$0.91,0.09,7.10%,"$224,700","22,781",120
ACCT_1181,Las Vegas,NV,MF,National City,Bank,FR,240287,,,,,1,296515,$0.81,0.19,7.10%,"$224,700","22,781",120
ACCT_1182,Las Vegas,NV,SFA,EDS CU,Credit Union,FR,150121,,,,1,,101982,$1.47,-0.47,6.30%,"$176,891","36,800",145
ACCT_1183,Las Vegas,NV,SFA,National City,Bank,FR,550000,1,,,,,500000,$1.10,-0.1,6.30%,"$176,891","36,800",145
ACCT_1184,Las Vegas,NV,SFA,EDS CU,Credit Union,FR,192172,,,1,,,165000,$1.17,-0.16,7.20%,"$187,345","24,341",240
ACCT_1185,Las Vegas,NV,CO,National City,Bank,ARM,150121,,,,1,,120000,$1.25,-0.25,7.20%,"$187,345","24,341",240
ACCT_1186,Las Vegas,NV,SFA,EDS CU,Credit Union,ARM,550000,,,1,,,470000,$1.17,-0.17,7.20%,"$187,345","24,341",240
ACCT_1187,Las Vegas,NV,CO,National City,Bank,ARM,250638,1,,,,,275977,$0.91,0.09,7.20%,"$187,345","24,341",240
ACCT_1188,Las Vegas,NV,MF,PHH,Mtg Company,FR,240287,1,,,,,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
ACCT_1189,LasVegas,NV,SFA,Chase,Bank,FR,325924,,,1,,,310281,$1.05,-0.05,7.20%,"$187,345","24,341",240
ACCT_1190,LasVegas,Nv,CO,PHH,Mtg Company,FR,550000,,,,1,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_1191,LasVegas,Nv,MF,Chase,Bank,FR,192172,,,1,,,180000,$1.07,-0.07,7.20%,"$187,345","24,341",240
ACCT_1192,LasVegas,NV,MF,PHH,Mtg Company,FR,150121,,,1,,,125000,$1.20,-0.2,10.60%,"$43,125","15,373",197
ACCT_1193,Las Vegas,Nv,SFA,Chase,Bank,ARM,550000,,1,,,,525000,$1.05,-0.05,10.60%,"$43,125","15,373",197
ACCT_1194,Las Vegas,Nv,SFA,PHH,Mtg Company,ARM,192172,1,,,,,196481,$0.98,0.02,10.60%,"$43,125","15,373",197
ACCT_1195,Las Vegas,Nv,CO,Chase,Bank,FR,240287,1,,,,,296515,$0.81,0.19,7.10%,"$224,700","22,781",120
ACCT_1196,Las Vegas,Nv,CO,PHH,Mtg Company,FR,325924,,1,,,,219316,$1.49,-0.49,7.10%,"$224,700","22,781",120
ACCT_1197,Las Vegas,Nv,MF,National City,Bank,FR,250638,1,,,,,275977,$0.91,0.09,7.10%,"$224,700","22,781",120
ACCT_1198,Las Vegas,Nv,MF,BofA,Bank,FR,192172,,1,,,,196481,$0.98,0.02,7.20%,"$187,345","24,341",240
ACCT_1199,Las Vegas,Nv,SFA,Fifth Third,Thrift,FR,150121,,1,,,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_1200,Las Vegas,Nv,CO,BofA,Bank,ARM,550000,,,,1,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_1201,Las Vegas,Nv,MF,Fifth Third,Thrift,ARM,192172,,,1,,,160000,$1.20,-0.2,7.20%,"$187,345","24,341",240
ACCT_1202,Las Vegas,Nv,SFA,BofA,Bank,FR,240287,1,,,,,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
ACCT_1203,Las Vegas,Nv,CO,Fifth Third,Thrift,FR,325924,,,1,,,310281,$1.05,-0.05,7.20%,"$187,345","24,341",240
ACCT_1204,Las Vegas,Nv,SFA,BofA,Bank,FR,250638,1,,,,,275977,$0.91,0.09,7.20%,"$187,345","24,341",240
ACCT_1205,Las Vegas,Nv,SFA,BofA,Bank,FR,192172,,,1,,,150505,$1.28,-0.28,7.20%,"$187,345","24,341",240
ACCT_1206,Las Vegas,Nv,CO,Fifth Third,Thrift,FR,150121,,1,,,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_1207,Las Vegas,NV,CO,BofA,Bank,ARM,550000,,,,1,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_1208,Las Vegas,NV,MF,Fifth Third,Thrift,ARM,192172,,1,,,,196481,$0.98,0.02,10.60%,"$43,125","15,373",197
ACCT_1209,Las Vegas,NV,SFA,BofA,Bank,FR,150121,,1,,,,101982,$1.47,-0.47,10.60%,"$43,125","15,373",197
ACCT_1210,Las Vegas,NV,SFA,Fifth Third,Thrift,ARM,325924,,,1,,,310281,$1.05,-0.05,6.30%,"$176,891","36,800",145
ACCT_1211,Las Vegas,NV,SFA,BofA,Bank,ARM,250638,1,,,,,275977,$0.91,0.09,6.30%,"$176,891","36,800",145
ACCT_1212,Las Vegas,NV,SFA,National City,Bank,FR,240287,1,,,,,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
ACCT_1213,Las Vegas,NV,CO,EDS CU,Credit Union,FR,150121,,1,,1,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_1214,Las Vegas,NV,MF,National City,Bank,ARM,550000,,,1,,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_1215,Las Vegas,NV,SFA,EDS CU,Credit Union,ARM,192172,,,1,,,169000,$1.14,-0.14,7.20%,"$187,345","24,341",240
ACCT_1216,Las Vegas,NV,MF,National City,Bank,FR,150121,,,,1,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_1217,Las Vegas,NV,SFA,EDS CU,Credit Union,FR,550000,,,1,,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_1218,Las Vegas,NV,CO,National City,Bank,FR,250638,1,,,,,275977,$0.91,0.09,7.20%,"$187,345","24,341",240
ACCT_1219,Las Vegas,NV,MF,EDS CU,Credit Union,FR,240287,,,,,1,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
ACCT_1220,Las Vegas,NV,SFA,National City,Bank,FR,150121,1,,,,,200000,$0.75,0.25,7.20%,"$187,345","24,341",240
ACCT_1221,Las Vegas,NV,SFA,BofA,Bank,ARM,550000,1,,,,,650000,$0.85,0.15,7.20%,"$187,345","24,341",240
ACCT_1222,Las Vegas,NV,SFA,Wells,Bank,FR,192172,,,1,,,171171,$1.12,-0.12,10.60%,"$43,125","15,373",197
ACCT_1223,Las Vegas,NV,CO,First Horizon,Mtg Company,ARM,150121,1,,,,,230000,$0.65,0.35,7.10%,"$224,700","22,781",120
ACCT_1224,Las Vegas,NV,CO,Wells,Bank,ARM,550000,,1,,,,545545,$1.01,-0.01,7.10%,"$224,700","22,781",120
ACCT_1225,Las Vegas,NV,MF,First Horizon,Mtg Company,ARM,250638,1,,,,,275977,$0.91,0.09,7.10%,"$224,700","22,781",120
ACCT_1226,Las Vegas,NV,SFA,Wells,Bank,FR,240287,,,1,,,200000,$1.20,-0.2,6.30%,"$176,891","36,800",145
ACCT_1227,Las Vegas,NV,SFA,First Horizon,Mtg Company,FR,325924,1,,,,,340000,$0.96,0.04,6.30%,"$176,891","36,800",145
ACCT_1228,Las Vegas,NV,CO,First Horizon,Mtg Company,FR,550000,,,,1,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_1229,Las Vegas,NV,MF,Wells,Bank,FR,192172,,1,,,,175123,$1.10,-0.1,7.20%,"$187,345","24,341",240
ACCT_1230,Las Vegas,NV,SFA,First Horizon,Mtg Company,FR,192172,,,1,,,170000,$1.13,-0.13,7.20%,"$187,345","24,341",240
ACCT_1231,Las Vegas,NV,CO,Wells,Bank,FR,240287,,,1,,,200000,$1.20,-0.2,7.20%,"$187,345","24,341",240
ACCT_1232,Las Vegas,NV,MF,First Horizon,Mtg Company,FR,192172,,1,,,,175000,$1.10,-0.1,7.20%,"$187,345","24,341",240
ACCT_1233,Las Vegas,NV,SFA,Wells,Bank,FR,240287,1,,,,,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
ACCT_1234,Las Vegas,NV,CO,First Horizon,Mtg Company,FR,150121,,1,,1,,145000,$1.04,-0.04,7.20%,"$187,345","24,341",240
ACCT_1235,Las Vegas,NV,CO,Wells,Bank,FR,550000,,,1,,,475000,$1.16,-0.16,7.20%,"$187,345","24,341",240
ACCT_1236,Las Vegas,NV,MF,BofA,Bank,FR,192172,,,1,,1,180000,$1.07,-0.07,10.60%,"$43,125","15,373",197
ACCT_1237,Las Vegas,NV,SFA,Fifth Third,Thrift,ARM,150121,,1,,,,175000,$0.86,0.14,10.60%,"$43,125","15,373",197
ACCT_1238,Las Vegas,NV,SFA,BofA,Bank,ARM,550000,1,,,,,700000,$0.79,0.21,10.60%,"$43,125","15,373",197
ACCT_1239,Las Vegas,NV,CO,Fifth Third,Thrift,ARM,250638,1,,,,,275977,$0.91,0.09,7.10%,"$224,700","22,781",120
ACCT_1240,Las Vegas,NV,SFA,BofA,Bank,FR,240287,,,,,1,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
ACCT_1241,Las Vegas,NV,CO,Fifth Third,Thrift,FR,150121,,,,1,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_1242,Las Vegas,NV,MF,BofA,Bank,FR,550000,1,,,,,500000,$1.10,-0.1,7.20%,"$187,345","24,341",240
ACCT_1243,Las Vegas,NV,SFA,Fifth Third,Thrift,FR,192172,,,1,,,165000,$1.17,-0.16,7.20%,"$187,345","24,341",240
ACCT_1244,Las Vegas,NV,CO,BofA,Bank,FR,150121,,,,1,,120000,$1.25,-0.25,7.20%,"$187,345","24,341",240
ACCT_1245,Las Vegas,NV,MF,BofA,Bank,FR,550000,,,1,,,470000,$1.17,-0.17,7.20%,"$187,345","24,341",240
ACCT_1246,Las Vegas,NV,CO,Fifth Third,Thrift,ARM,250638,1,,,,,275977,$0.91,0.09,7.20%,"$187,345","24,341",240
ACCT_1247,Las Vegas,NV,MF,BofA,Bank,FR,240287,1,,,,,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
ACCT_1248,Las Vegas,NV,SFA,Fifth Third,Thrift,FR,325924,,,1,,,310281,$1.05,-0.05,7.20%,"$187,345","24,341",240
ACCT_1249,Las Vegas,NV,SFA,BofA,Bank,FR,550000,,,,1,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_1250,Las Vegas,NV,CO,Fifth Third,Thrift,FR,192172,,,1,,,180000,$1.07,-0.07,7.20%,"$187,345","24,341",240
ACCT_1251,Las Vegas,NV,CO,BofA,Bank,ARM,150121,,,1,,,125000,$1.20,-0.2,7.20%,"$187,345","24,341",240
ACCT_1252,Las Vegas,NV,CO,BofA,Bank,ARM,550000,,1,,,,525000,$1.05,-0.05,7.10%,"$224,700","22,781",120
ACCT_1253,Las Vegas,NV,MF,Fifth Third,Thrift,ARM,192172,1,,,,,196481,$0.98,0.02,7.10%,"$224,700","22,781",120
ACCT_1254,Las Vegas,NV,SFA,BofA,Bank,FR,240287,1,,,,,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_1255,Las Vegas,NV,SFA,Fifth Third,Thrift,FR,325924,,1,,,,219316,$1.49,-0.49,6.30%,"$176,891","36,800",145
ACCT_1256,Las Vegas,NV,SFA,BofA,Bank,FR,250638,1,,,,,275977,$0.91,0.09,7.20%,"$187,345","24,341",240
ACCT_1257,Las Vegas,NV,CO,Fifth Third,Thrift,FR,192172,,1,,,,196481,$0.98,0.02,7.20%,"$187,345","24,341",240
ACCT_1258,Las Vegas,NV,SFA,EDS CU,Credit Union,FR,150121,,1,,,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_1259,Las Vegas,NV,CO,National City,Bank,ARM,550000,,,,1,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_1260,Las Vegas,NV,MF,EDS CU,Credit Union,ARM,192172,,,1,,,160000,$1.20,-0.2,7.20%,"$187,345","24,341",240
ACCT_1261,Las Vegas,NV,SFA,National City,Bank,FR,240287,1,,,,,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
